Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Custom.1,delvery_time
US-2018-159205,31-03-2018,02-04-2018,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10000526,Technology,Phones,671.93,2,Fast Delivery
CA-2017-112123,03-03-2017,08-03-2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,447.86,5,Late Delivery
CA-2017-112123,03-03-2017,08-03-2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001557,Technology,Phones,479.95,5,Late Delivery
CA-2017-112123,03-03-2017,08-03-2017,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001977,Office Supplies,Paper,166.44,5,Late Delivery
CA-2016-114468,23-08-2016,23-08-2016,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-SU-10004231,Office Supplies,Supplies,31.68,0,Fast Delivery
CA-2016-114468,23-08-2016,23-08-2016,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-PA-10000809,Office Supplies,Paper,10.368,0,Fast Delivery
CA-2016-114468,23-08-2016,23-08-2016,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-FA-10003021,Office Supplies,Fasteners,12.032,0,Fast Delivery
CA-2016-114468,23-08-2016,23-08-2016,Same Day,TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,OFF-AP-10000696,Office Supplies,Appliances,5.768,0,Fast Delivery
CA-2018-135692,27-04-2018,01-05-2018,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,Central,OFF-LA-10001158,Office Supplies,Labels,33.12,4,On Tme
CA-2018-135692,27-04-2018,01-05-2018,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,Central,FUR-BO-10002268,Furniture,Bookcases,220.2656,4,On Tme
CA-2018-131233,14-04-2018,19-04-2018,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000829,Office Supplies,Binders,10.776,5,Late Delivery
CA-2018-131233,14-04-2018,19-04-2018,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,FUR-BO-10003441,Furniture,Bookcases,242.352,5,Late Delivery
CA-2018-119578,22-12-2018,27-12-2018,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,OFF-SU-10003505,Office Supplies,Supplies,695.16,5,Late Delivery
CA-2018-119578,22-12-2018,27-12-2018,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,FUR-BO-10003660,Furniture,Bookcases,220.98,5,Late Delivery
CA-2017-124562,08-12-2017,12-12-2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,43229,East,OFF-BI-10001267,Office Supplies,Binders,12.957,4,On Tme
US-2018-140074,23-03-2018,29-03-2018,Standard Class,EC-14050,Erin Creighton,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002741,Office Supplies,Paper,25.68,6,Late Delivery
CA-2017-103037,25-07-2017,29-07-2017,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Houston,Texas,77070,Central,OFF-LA-10004345,Office Supplies,Labels,15.712,4,On Tme
CA-2018-127460,10-07-2018,14-07-2018,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Aurora,Illinois,60505,Central,OFF-ST-10004340,Office Supplies,Storage,298.464,4,On Tme
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001471,Office Supplies,Paper,21.93,5,Late Delivery
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,242.94,5,Late Delivery
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001892,Office Supplies,Paper,7.64,5,Late Delivery
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-PA-10001934,Office Supplies,Paper,51.84,5,Late Delivery
CA-2017-121671,17-07-2017,22-07-2017,Standard Class,AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,265.17,5,Late Delivery
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,837.6,7,Late Delivery
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-EN-10002504,Office Supplies,Envelopes,135.9,7,Late Delivery
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002160,Office Supplies,Paper,34.68,7,Late Delivery
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10001973,Furniture,Chairs,532.704,7,Late Delivery
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10001492,Office Supplies,Appliances,43.1,7,Late Delivery
CA-2017-150350,23-08-2017,30-08-2017,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,OFF-SU-10002189,Office Supplies,Supplies,15.88,7,Late Delivery
CA-2016-121720,11-06-2016,12-06-2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-CH-10003312,Furniture,Chairs,1123.92,1,Fast Delivery
CA-2016-121720,11-06-2016,12-06-2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10002496,Technology,Phones,249.584,1,Fast Delivery
CA-2016-121720,11-06-2016,12-06-2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003464,Furniture,Furnishings,48.672,1,Fast Delivery
CA-2016-121720,11-06-2016,12-06-2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-AR-10000380,Office Supplies,Art,60.768,1,Fast Delivery
CA-2016-121720,11-06-2016,12-06-2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10004593,Office Supplies,Binders,78.6,1,Fast Delivery
CA-2016-121720,11-06-2016,12-06-2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001308,Office Supplies,Binders,3.768,1,Fast Delivery
CA-2016-121720,11-06-2016,12-06-2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10001780,Office Supplies,Storage,1036.624,1,Fast Delivery
CA-2016-121720,11-06-2016,12-06-2016,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10003816,Office Supplies,Storage,563.808,1,Fast Delivery
CA-2018-149895,08-09-2018,12-09-2018,Standard Class,EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,258.528,4,On Tme
CA-2018-147564,02-10-2018,06-10-2018,Standard Class,BP-11155,Becky Pak,Consumer,United States,New York City,New York,10011,East,OFF-PA-10004438,Office Supplies,Paper,49.12,4,On Tme
CA-2015-136399,16-12-2015,17-12-2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10004090,Furniture,Furnishings,44.46,1,Fast Delivery
CA-2015-136399,16-12-2015,17-12-2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,FUR-CH-10002602,Furniture,Chairs,241.568,1,Fast Delivery
CA-2015-136399,16-12-2015,17-12-2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-AC-10001142,Technology,Accessories,395,1,Fast Delivery
CA-2015-136399,16-12-2015,17-12-2015,First Class,CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,TEC-PH-10004977,Technology,Phones,627.168,1,Fast Delivery
CA-2015-107916,24-08-2015,26-08-2015,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,FUR-FU-10004586,Furniture,Furnishings,13.28,2,Fast Delivery
CA-2015-107916,24-08-2015,26-08-2015,First Class,JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,OFF-BI-10001116,Office Supplies,Binders,12.672,2,Fast Delivery
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-BI-10000666,Office Supplies,Binders,30.56,6,Late Delivery
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-ST-10002583,Office Supplies,Storage,77.952,6,Late Delivery
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-PH-10004908,Technology,Phones,67.992,6,Late Delivery
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,OFF-EN-10001219,Office Supplies,Envelopes,12.224,6,Late Delivery
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,TEC-AC-10004568,Technology,Accessories,44.784,6,Late Delivery
CA-2018-164168,12-11-2018,18-11-2018,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,FUR-FU-10001756,Furniture,Furnishings,22.848,6,Late Delivery
CA-2016-112557,25-04-2016,28-04-2016,First Class,JL-15850,John Lucas,Consumer,United States,New York City,New York,10035,East,OFF-AP-10002311,Office Supplies,Appliances,206.43,3,On Tme
US-2015-122959,12-12-2015,12-12-2015,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,Office Supplies,Binders,210.392,0,Fast Delivery
CA-2018-162572,25-09-2018,27-09-2018,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,TEC-AC-10003628,Technology,Accessories,119.96,2,Fast Delivery
CA-2018-162572,25-09-2018,27-09-2018,Second Class,RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-AR-10001547,Office Supplies,Art,10.608,2,Fast Delivery
US-2017-148110,05-09-2017,11-09-2017,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10002647,Furniture,Chairs,347.802,6,Late Delivery
CA-2018-131828,11-02-2018,13-02-2018,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004495,Furniture,Chairs,963.136,2,Fast Delivery
CA-2018-131828,11-02-2018,13-02-2018,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,88.776,2,Fast Delivery
CA-2015-109218,30-06-2015,03-07-2015,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001374,Office Supplies,Art,32.4,3,On Tme
CA-2017-120558,07-06-2017,10-06-2017,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,OFF-PA-10003441,Office Supplies,Paper,32.4,3,On Tme
US-2015-109036,20-12-2015,25-12-2015,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,OFF-LA-10002043,Office Supplies,Labels,31.05,5,Late Delivery
CA-2016-147830,15-12-2016,18-12-2016,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-AC-10002049,Technology,Accessories,2025.36,3,On Tme
CA-2016-147830,15-12-2016,18-12-2016,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-MA-10000418,Technology,Machines,1799.994,3,On Tme
CA-2016-147830,15-12-2016,18-12-2016,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,TEC-PH-10004908,Technology,Phones,101.988,3,On Tme
CA-2016-147830,15-12-2016,18-12-2016,First Class,NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10004091,Furniture,Furnishings,262.864,3,On Tme
CA-2018-150497,20-07-2018,24-07-2018,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central,OFF-BI-10004600,Office Supplies,Binders,735.98,4,On Tme
CA-2015-128986,03-08-2015,05-08-2015,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10001289,Office Supplies,Paper,93.024,2,Fast Delivery
CA-2016-139584,24-08-2016,28-08-2016,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,FUR-TA-10001539,Furniture,Tables,284.364,4,On Tme
CA-2016-139584,24-08-2016,28-08-2016,Standard Class,EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,TEC-AC-10001266,Technology,Accessories,26,4,On Tme
US-2017-162677,26-03-2017,27-03-2017,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-ST-10001291,Office Supplies,Storage,67.64,1,Fast Delivery
US-2017-162677,26-03-2017,27-03-2017,First Class,DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10001314,Technology,Accessories,119.976,1,Fast Delivery
US-2015-150924,12-09-2015,16-09-2015,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,Office Supplies,Binders,5.18,4,On Tme
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10001539,Office Supplies,Envelopes,15.56,4,On Tme
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10004483,Office Supplies,Envelopes,78.35,4,On Tme
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10001615,Office Supplies,Art,59.52,4,On Tme
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10000327,Office Supplies,Paper,38.52,4,On Tme
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10001299,Technology,Phones,239.984,4,On Tme
CA-2015-153969,21-09-2015,25-09-2015,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10002246,Office Supplies,Paper,19.35,4,On Tme
CA-2017-146682,29-10-2017,31-10-2017,First Class,KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,FUR-FU-10002671,Furniture,Furnishings,67,2,Fast Delivery
CA-2017-138695,28-05-2017,03-06-2017,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,FUR-CH-10003833,Furniture,Chairs,390.272,6,Late Delivery
CA-2017-138695,28-05-2017,03-06-2017,Standard Class,KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,OFF-PA-10001667,Office Supplies,Paper,62.192,6,Late Delivery
CA-2018-107461,21-12-2018,26-12-2018,Second Class,PK-19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10002003,Office Supplies,Binders,23.88,5,Late Delivery
US-2017-133879,21-03-2017,28-03-2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-BI-10004465,Office Supplies,Binders,3.168,7,Late Delivery
US-2017-133879,21-03-2017,28-03-2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,FUR-CH-10000665,Furniture,Chairs,528.43,7,Late Delivery
US-2017-133879,21-03-2017,28-03-2017,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,OFF-AR-10004956,Office Supplies,Art,13.392,7,Late Delivery
CA-2018-157483,11-11-2018,18-11-2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004260,Office Supplies,Art,181.86,7,Late Delivery
US-2018-132059,23-09-2018,29-09-2018,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,FUR-BO-10001811,Furniture,Bookcases,180.588,6,Late Delivery
US-2018-132059,23-09-2018,29-09-2018,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,TEC-AC-10003280,Technology,Accessories,47.984,6,Late Delivery
CA-2018-122280,10-09-2018,10-09-2018,Same Day,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004911,Office Supplies,Paper,18.76,0,Fast Delivery
CA-2018-105235,05-12-2018,11-12-2018,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001487,Furniture,Furnishings,20.94,6,Late Delivery
CA-2018-105235,05-12-2018,11-12-2018,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,58.68,6,Late Delivery
CA-2018-105235,05-12-2018,11-12-2018,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001271,Office Supplies,Appliances,254.9,6,Late Delivery
CA-2018-152912,09-11-2018,12-11-2018,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10004728,Office Supplies,Binders,9.64,3,On Tme
CA-2018-152912,09-11-2018,12-11-2018,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,TEC-AC-10004666,Technology,Accessories,826.62,3,On Tme
CA-2018-152912,09-11-2018,12-11-2018,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,1633.14,3,On Tme
CA-2018-152912,09-11-2018,12-11-2018,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,544.38,3,On Tme
CA-2015-123498,07-11-2015,09-11-2015,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,26.046,2,Fast Delivery
CA-2015-123498,07-11-2015,09-11-2015,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,Office Supplies,Envelopes,74.352,2,Fast Delivery
CA-2018-159352,12-03-2018,17-03-2018,Standard Class,KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004700,Technology,Phones,69.93,5,Late Delivery
US-2018-146416,20-10-2018,22-10-2018,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,OFF-LA-10003714,Office Supplies,Labels,3.75,2,Fast Delivery
US-2018-146416,20-10-2018,22-10-2018,Second Class,JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,OFF-BI-10001787,Office Supplies,Binders,20.928,2,Fast Delivery
US-2016-163783,27-12-2016,01-01-2017,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610,Central,OFF-ST-10002957,Office Supplies,Storage,12.672,5,Late Delivery
CA-2018-123981,02-10-2018,08-10-2018,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002115,Technology,Phones,65.99,6,Late Delivery
CA-2018-158953,04-06-2018,08-06-2018,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,OFF-BI-10002557,Office Supplies,Binders,6.37,4,On Tme
CA-2015-165428,01-09-2015,04-09-2015,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10002949,Office Supplies,Binders,3.648,3,On Tme
CA-2015-165428,01-09-2015,04-09-2015,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10004100,Office Supplies,Paper,31.104,3,On Tme
CA-2017-169026,08-08-2017,13-08-2017,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,39212,South,OFF-FA-10001883,Office Supplies,Fasteners,23.34,5,Late Delivery
CA-2018-109750,22-07-2018,28-07-2018,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000702,Technology,Phones,29.97,6,Late Delivery
CA-2016-149384,10-07-2016,10-07-2016,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,3.366,0,Fast Delivery
CA-2015-131527,01-12-2015,07-12-2015,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10001644,Technology,Phones,95.968,6,Late Delivery
CA-2018-164000,18-12-2018,22-12-2018,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003183,Office Supplies,Art,18.704,4,On Tme
CA-2015-164224,18-05-2015,20-05-2015,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,FUR-FU-10000308,Furniture,Furnishings,149.232,2,Fast Delivery
CA-2015-164224,18-05-2015,20-05-2015,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10001526,Office Supplies,Paper,15.936,2,Fast Delivery
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-PH-10002103,Technology,Phones,601.536,6,Late Delivery
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-AC-10004209,Technology,Accessories,10.99,6,Late Delivery
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10000397,Furniture,Furnishings,39.88,6,Late Delivery
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFF-PA-10002137,Office Supplies,Paper,62.24,6,Late Delivery
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001867,Furniture,Furnishings,53.2,6,Late Delivery
CA-2015-158372,10-11-2015,16-11-2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFF-LA-10000407,Office Supplies,Labels,39.84,6,Late Delivery
CA-2017-108882,09-01-2017,15-01-2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-AC-10000420,Technology,Accessories,349.95,6,Late Delivery
CA-2017-108882,09-01-2017,15-01-2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-PH-10002726,Technology,Phones,377.928,6,Late Delivery
US-2018-108245,22-09-2018,27-09-2018,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFF-EN-10001415,Office Supplies,Envelopes,13.392,5,Late Delivery
US-2018-108245,22-09-2018,27-09-2018,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,OFF-BI-10000773,Office Supplies,Binders,11.228,5,Late Delivery
CA-2015-142314,23-12-2015,28-12-2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,OFF-AP-10002350,Office Supplies,Appliances,207.24,5,Late Delivery
CA-2017-132409,26-05-2017,01-06-2017,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001919,Office Supplies,Art,1.504,6,Late Delivery
CA-2017-132409,26-05-2017,01-06-2017,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10002082,Office Supplies,Appliances,34.848,6,Late Delivery
CA-2018-150189,08-07-2018,10-07-2018,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403,West,OFF-LA-10002762,Office Supplies,Labels,75.18,2,Fast Delivery
CA-2015-114433,13-05-2015,17-05-2015,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601,West,TEC-AC-10002800,Technology,Accessories,149.97,4,On Tme
CA-2018-104640,10-11-2018,16-11-2018,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003925,Office Supplies,Binders,931.176,6,Late Delivery
CA-2018-104640,10-11-2018,16-11-2018,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002200,Technology,Phones,430.88,6,Late Delivery
US-2016-137008,02-10-2016,08-10-2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,Office Supplies,Paper,94.85,6,Late Delivery
US-2016-137008,02-10-2016,08-10-2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-EN-10002500,Office Supplies,Envelopes,51.12,6,Late Delivery
US-2016-137008,02-10-2016,08-10-2016,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,90,6,Late Delivery
CA-2015-108189,02-10-2015,05-10-2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,Office Supplies,Paper,9.408,3,On Tme
CA-2015-108189,02-10-2015,05-10-2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,4.672,3,On Tme
CA-2015-108189,02-10-2015,05-10-2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,318.4,3,On Tme
CA-2015-108189,02-10-2015,05-10-2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,12.768,3,On Tme
CA-2015-108189,02-10-2015,05-10-2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,15.36,3,On Tme
CA-2015-108189,02-10-2015,05-10-2015,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,230.376,3,On Tme
